Accuracy,Precision,Recall,F1 Score,AUC,objective,metric,boosting_type,learning_rate,num_leaves,max_depth,min_data_in_leaf,is_unbalance,max_bin,verbose,random_state,num_boost_round,inner_threshold,threshold
0.8898732619662852,0.24423963133640553,0.06760204081632654,0.1058941058941059,0.5226339224917803,binary,binary_logloss,gbdt,0.001,255,-1,5,True,255,-1,1,5000,0.5,1
0.8855666297526763,0.1826086956521739,0.05357142857142857,0.08284023668639053,0.5139844069181533,binary,binary_logloss,gbdt,0.001,255,-1,5,True,1024,-1,1,5000,0.5,1
0.8888888888888888,0.2446351931330472,0.07270408163265306,0.11209439528023599,0.5243678381743546,binary,binary_logloss,gbdt,0.001,255,-1,10,True,255,-1,1,5000,0.5,1
0.8872892826381199,0.2079646017699115,0.05994897959183673,0.09306930693069305,0.5177860109725492,binary,binary_logloss,gbdt,0.001,255,-1,10,True,1024,-1,1,5000,0.5,1
0.8979943398548049,0.10526315789473684,0.007653061224489796,0.014268727705112961,0.5003538355284917,binary,binary_logloss,gbdt,0.001,1023,-1,5,True,255,-1,1,5000,0.5,1
0.8984865263935031,0.11320754716981132,0.007653061224489796,0.014336917562724014,0.5006262037703546,binary,binary_logloss,gbdt,0.001,1023,-1,5,True,1024,-1,1,5000,0.5,1
0.8986095730281777,0.12962962962962962,0.008928571428571428,0.016706443914081145,0.5012639588723954,binary,binary_logloss,gbdt,0.001,1023,-1,10,True,255,-1,1,5000,0.5,1
0.8989787129322013,0.13725490196078433,0.008928571428571428,0.016766467065868262,0.5014682350537927,binary,binary_logloss,gbdt,0.001,1023,-1,10,True,1024,-1,1,5000,0.5,1
0.8885197489848653,0.2175925925925926,0.05994897959183673,0.094,0.5184669315772067,binary,binary_logloss,gbdt,0.01,255,-1,5,True,255,-1,1,500,0.5,1
0.887781469176818,0.22413793103448276,0.0663265306122449,0.10236220472440945,0.5209066944222875,binary,binary_logloss,gbdt,0.01,255,-1,5,True,1024,-1,1,500,0.5,1
0.8872892826381199,0.21551724137931033,0.06377551020408163,0.0984251968503937,0.5194950000972743,binary,binary_logloss,gbdt,0.01,255,-1,10,True,255,-1,1,500,0.5,1
0.8865510028300726,0.19736842105263158,0.05739795918367347,0.08893280632411069,0.5162381325266046,binary,binary_logloss,gbdt,0.01,255,-1,10,True,1024,-1,1,500,0.5,1
0.8983634797588286,0.1111111111111111,0.007653061224489796,0.014319809069212411,0.500558111709889,binary,binary_logloss,gbdt,0.01,1023,-1,5,True,255,-1,1,500,0.5,1
0.8991017595668759,0.16666666666666666,0.011479591836734694,0.021479713603818618,0.5026756531974086,binary,binary_logloss,gbdt,0.01,1023,-1,5,True,1024,-1,1,500,0.5,1
0.8987326196628522,0.1320754716981132,0.008928571428571428,0.016726403823178016,0.5013320509328612,binary,binary_logloss,gbdt,0.01,1023,-1,10,True,255,-1,1,500,0.5,1
0.8991017595668759,0.17857142857142858,0.012755102040816327,0.023809523809523808,0.5032453162389837,binary,binary_logloss,gbdt,0.01,1023,-1,10,True,1024,-1,1,500,0.5,1
